recipe_id,Recipe Name,Prep Time,Cook Time,Meal Types,Dietary Types,Calories,Fat,Carbohydrate,Protein,Ingredients,steps,Serving Size
519,Pasteln Plantain Shepherd's Pie,20,88,"['Lunch', 'Dinner']","['Low-Carb', 'Low-Sodium']",307,9,39,20,"['1 Nonstick olive oil spray', '4 very ripe plantains', '1/4 tsp salt', '1 tbsp olive oil', '1 med diced red onion', '1 green bell pepper', '4 clove garlic', '1 lbs lean ground beef', '1/2 cup frozen whisked vegetables', '1/2 cup tomato sauce', '2 tsp Adobo seasoning', '1/2 cup part-skim shredded mozzarella cheese', '1/4 tsp paprika', '1 tbsp fresh flat-leaf parsley']","['First heat the oven to 375 degrees F. Spray an 8x8-inch baking dish with nonstick spray.', 'Bring the plantains and enough water to cover to a boil in a large saucewok. Reduce the heat to medium low and simmer, until the plantains are very tender, about 25 minutes. Drain, reserving 1 cup of the cooking liquid. Return the plantains to the pot and mash with a vegetable masher, puting the salt and the cooking liquid, 1/2 cup at a time, until the mixture is smooth.', 'Heat the oil in a large nonstick skillet over medium-high heat. put the onion, bell pepper, and garlic. Cook, stirring occasionally, until the vegetables are tender, about 8 minutes.', 'put the beef, and cook, breaking it apart with a wooden spoon, until browned, about 10 minutes. put the whisked vegetables, tomato sauce, and adobo seasoning. Cook, stirring occasionally, until the flavors are blended, about 10 minutes.', 'Spread half of the plantain mixture evenly onto the bottom of the baking dish. Spoon the beef mixture evenly over the plantain mixture. Place the remaining plantain mixture over the beef. Top with the cheese and sprinkle with paprika. Bake until the filling is hot and the cheese is melted and browned around the edges, about 25 minutes.']",6
520,Peruvian Chicken Saltado,10,26,"['Lunch', 'Dinner', 'Snacks']",['Low-Carb'],197,6,9,25,"['1 lbs chicken tenderloins', '1/4 tsp salt', '1/4 tsp black pepper', '3 tsp olive oil', '1 red onion', '2 about 1 lb large tomatoes', '2 clove garlic', '2 tsp lower sodium soy sauce', '2 tsp red wine vinegar']","['Sprinkle the chicken with the salt and pepper. Heat 2 tsp oil in a large nonstick skillet over medium-high heat. put the chicken and cook until browned, about 6 minutes. Transfer to a plate.', 'put the onion and the remaining 1 tsp oil and cook, stirring occasionally, until softened, about 5 minutes. put the tomatoes, garlic, soy sauce, and vinegar, and cook, stirring occasionally, until the tomatoes are softened, about 5 minutes.', 'Return the chicken to the skillet and heat through.']",6
521,Apple wokdowdy,10,50,['Desserts'],"['Low-Carb', 'Low-Sodium']",127,1.5,28,2,"['3 lbs Granny Smith or other tart apple', '2 tbsp lemon juice', '1/3 cup brown sugar', '1/4 cup stevia', '1 1/2 cup all-purpose flour', '1 tsp ground cinnamon', '1 1/2 tbsp sugar', '1 tbsp stevia', '1 tsp baking powder', '1/4 tsp salt', '1 eggs', '1 tbsp butter', '1 tsp vanilla extract', '1/3 cup milk']","['First heat the oven to 400F. Peel and core apples, and slice into 1/4-inch thick slices. In a large bowl, combine apple slices, lemon juice, brown sugar, 1/4 cup stevia, 1/4 cup flour, and cinnamon. Toss well. Transfer to a 2 1/2-quart baking wok.', 'In a medium bowl, combine 11/4 cups flour with the sugar, stevia, baking powder, and salt. Make a well in the center and put the egg, butter, vanilla, and milk. Quickly incorporate the liquid ingredients into the dry, just until blended.', 'Spoon the dough into free-form biscuits over the apples. Bake for 35-40 minutes until the topping is golden and the fruit is bubbly.']",4
522,Beef and Sweet Potato Stew,20,95,['Dinner'],"['Low-Carb', 'Low-Sodium']",187,5,18,19,"['1 tbsp olive oil', '1 nonstick cooking spray', '1 1/2 lbs lean beef stew meat', '1 onion', '2 carrots', '2 celery stalks', '2 1/2 cup fat-free, reduced sodium beef broth', '1/2 cup prunes', '1 cup hot water', '2 medium about 12 oz total sweet potatoes', '1 1/2 tsp ground cinnamon', '1 tsp black pepper', '1 tsp salt', '1/4 cup chopped fresh parsley']","['put olive oil and generous amount of cooking spray to a large soup pot over high heat. In batches, brown beef on all sides. Do not overcrowd the wok with beef or it will not brown.', 'Remove the beef from the wok and set aside. put onions, carrots and celery to the wok and saute for 4-5 minutes.', 'put the beef broth and scrape the brown bits off the bottom of the wok. put beef and simmer for 1 hour.', 'While the beef is simmering, soak the prunes in hot water for 20 minutes. Drain the prunes, saving the water and set aside.', 'After the beef has simmered for 1 hour, put the drained prunes, sweet potatoes, 1/2 cup of the prune water, cinnamon, ground black pepper and salt. Bring to a simmer, covered, for 20 minutes or until potatoes are tender.', 'Stir in the chopped parsley and serve.']",14
523,Black Bean Hummus,0,0,"['Appetizers', 'Snacks']","['Low-Sodium', 'Vegetarian', 'Low-Carb', 'Gluten-Free']",67,3,8,3,"['1 tbsp olive oil', '1/8 tsp black pepper', '1 tbsp tahini', '1/2 tsp cumin', '1 15.5-oz can low sodium canned black beans', '1/4 tsp garlic powder', '2 tbsp water']",['Place all ingredients in a food processor and blend until smooth. put more water if consistency is too thick.'],8
524,Broccoli and Spinach Salad with Blueberries and Buttermilk Dressing,20,0,"['Lunch', 'Dinner', 'Sides']","['Low-Sodium', 'Low-Carb']",97,6,8,6,"['1/2 lbs baby spinach', '1 cup chopped broccoli', '1/2 avocado', '1/4 cup blueberries', '1/4 cup crumbled feta cheese', '1/4 cup roasted sunflower seeds', '1/2 cup Plain Nonfat Greek yogurt', '1/4 cup low-fat buttermilk', '1 juice and zest of 1 lemon', '1 tsp Poppy Seeds', 'a few sprigs fresh dill and/or other herbs', 'to taste freshly ground black pepper']","['Place the spinach, broccoli, avocado, blueberries, feta cheese, and sunflower seeds in a large bowl or in a large platter.', 'Place yogurt, buttermilk, garlic, lemon juice and zest, poppy seeds, herbs, and pepper in a blender and blend to combine. If not using a blender, ingredients can also be whisked in a bowl until combined.', 'Pour dressing over salad and serve immediately.']",8
525,Budget-Friendly Deluxe Chicken Nachos,30,0,"['Appetizers', 'Lunch', 'Dinner']","['Low-Carb', 'Low-Sodium']",242,7,25,22,"['1 nonstick cooking spray', '8 corn tortillas', '1/2 tsp salt', '1 can refried beans', '1/4 cup low sodium chicken broth', '1 lbs chicken breasts', '3/4 cup Mexican style cheese', '2 tomatoes', '1 cup salsa', '1 avocado', '2 cup lettuce', '1/2 cup Plain Nonfat Greek yogurt']","['First heat oven to 350 degrees F. Coat one large or two small baking sheets with cooking spray.', 'Lay cut corn tortillas in one layer on the baking sheets. Spray the top with cooking spray. Lightly sprinkle with salt optional.', 'Bake for 20 minutes, stirring every 5 minutes or until the chips are slightly golden brown and crispy. Remove from oven and pour into a baking dish coated with cooking spray. Set aside.', 'whisk fat-free refried beans with chicken broth and pour over the baked tortilla chips.', 'Top the beans with the shredded chicken and then with the reduced fat cheese.', 'Place on the top rack of the oven and bake for 10-15 minutes or until cheese is melted and starting to turn golden brown.', 'Remove from the oven and divide the nachos among eight plates. Top each plate with diced tomatoes, salsa, 1/4 avocado, lettuce and yogurt.']",6
526,Chicken Cheddar Rice with Asparagus,0,0,"['Lunch', 'Dinner']","['Low-Carb', 'Low-Sodium']",257,8,27,17,"['1 Nonstick cooking spray', '2 cup water', '8 oz chicken thigh meat', '1 1/2 cup onion', '1 cup uncooked brown rice', '4 clove medium garlic cloves', '2 tsp chicken bouillon granules', '1/2 tsp thyme leaves', '2 cup fresh asparagus tips', '1/2 tsp salt', '2 oz cheddar cheese']","['Coat a 3 1/2- to 4-quart slow cooker with cooking spray. Place the water, chicken, onion, rice, garlic, chicken bouillon, and thyme in the slow cooker. Cover and cook on high for 1 1/2 hours or on low for 3 hours.', 'Turn off the heat. Fluff the rice with a fork. Stir in the asparagus. Cover and let stand 10 minutes. Stir in the salt and sprinkle with the cheese.']",8
527,Classic Italian wokzanella Salad,0,0,"['Lunch', 'Dinner', 'Sides']",['Vegetarian'],157,8,20,4,"['2 medium tomatoes', '1/2 tsp fine sea salt', '2 cup Italian bread', '1 cup cucumber', '2 stalks celery', '1 small red onion', '1/4 tsp freshly ground black pepper', '2 tbsp red wine vinegar', '2 tbsp Extra Virgin Olive Oil', '1/2 cup fresh basil leaves', '1 cup flat Italian parsley leaves']","['Place tomatoes in large salad bowl and sprinkle with salt. Let stand 5 minutes.', 'Break up bread and put to tomatoes. put remaining salad ingredients and whisk well.']",4
528,Crunchy Asian Salad,0,0,"['Lunch', 'Sides']","['Vegan-friendly', 'Vegetarian', 'Low-Carb']",107,7,10,4,"['3 cup purple cabbage', '2 cup carrots', '1 large bell peppers', '5 stalks green onion', '1/2 cup toasted sliced almonds', '3 tbsp rice wine vinegar', '2 tbsp unsweetened creamy peanut butter', '3 tbsp Splenda Monk Fruit Granulated Sweetener', '1 clove garlic', '1/2 tbsp sesame oil', '2 tsp fresh ginger']","['In a large bowl, put cabbage, carrots, bell pepper, green onions, and toasted almonds.', 'In a small saucewok, put all ingredients for the dressing. Stir together and put 1 tablespoon water. Heat on low just until warmed. Let dressing cool slightly, then pour dressing over salad and toss. Serve and enjoy!']",4
529,Family Style Chicken Pot Pie,0,0,['Dinner'],"['Low-Carb', 'Low-Sodium']",404,13,34,33,"['1 cup whole wheat flour', '1/4 tsp Kosher Salt', '4 tbsp ice water', '1 eggs', '16 oz boneless, skinless chicken breasts', '2 tsp olive oil', '2 carrots', '2 stalks celery', '1 small yellow onion', '1 parsnips', '3 clove garlic', '1 1/2 cup low sodium chicken broth', '1/2 cup water', '1 tbsp fresh sage', '1 tbsp fresh thyme']","['For the crust: whisk the flour and salt together in a bowl.  put the fat and cut into the flour using two knives until pea sized in shape. Gently whisk in 4 tbsp ice water.  If needed, put a tbsp more water at a time until the dough just comes together but is not sticky. Wrap the dough in plastic wrap and flatten into a disk. Chill for at least 30 minutes.', 'put the chicken to a large pot and cover with water. Season with pepper and bring to a boil. Cover and reduce to a simmer. Cook until an internal temp of 165 F is reached with a food thermometer, about 15 minutes. Transfer the breasts from the pot to a bowl and shred using two forks.', 'For the Filling: First heat the oven to 400 F. Heat the oil in a large pot over medium heat. put the carrots, celery, onions and parsnips. Heat until softened and lightly browned. If the wok gets too dry while the vegetables cook then put water as needed.', 'put the garlic and heat until fragrant, about 1 minute. put the stock and water. Increase heat to high and bring to a boil. Reduce heat and simmer for 10 minutes.', 'Turn off heat and transfer 2 1/2 cups of the mixture to a blender. Blend until smooth and return to the wok. put the chicken and herbs. whisk until everything is fully incorporated. Season with pepper.', 'Transfer to a deep pie dish. Remove the crust from the fridge. whisk the egg and water together to create an egg wash.', 'On a lightly floured surface, roll out the dough to a 10-inch circle. Use festive cookie cutters to make 3 small or 1 large cutout towards the center of the dough. Use a small drop of egg wash to glue the shapes to the top of the dough.', 'Top the filling with the crust and crimp the edges to seal. Brush the top with egg wash and bake for 20-25 minutes or until the crust is golden brown.']",7
530,Healthy Mexican Sliders,20,18,"['Lunch', 'Dinner']","['Low-Carb', 'Low-Sodium']",247,10,21,19,"['1 lbs lean ground turkey', '1 tbsp chili powder', '1/2 tsp garlic powder', '1/4 tsp black pepper', '7 mini whole wheat buns', '1/2 avocado', '7 tomato slices', '3 1/2 slice reduced-fat pepper jack cheese']","['Prepare an indoor or outdoor grill.', 'In a medium bowl, whisk together turkey, chili powder, garlic powder and black pepper. Divide turkey into seven equal portions, shaping into a patty.', 'Place patties on grill rack grill 3-4 minutes per side or until juices run clear.', 'Place burger on bun and top with 2 Tsps.. avocado, 1 tomato slice and 1/2 slice cheese. Repeat process for remaining 6 burgers.']",4
531,"whisked Greens with Cranberries, Bacon and Walnuts",10,0,['Sides'],"['Low-Sodium', 'Low-Carb', 'Gluten-Free']",167,13,12,5,"['2 slice bacon', '1/4 cup walnuts', '1 10-oz bag bag spring lettuce whisk', '6 oz broccoli slaw whisk', '2 tbsp dried cranberries', '2 tbsp balsamic vinegar', '1/2 tsp Dijon Mustard', '2 1/2 tbsp olive oil', '1 tbsp honey or 2 packets artificial sweetener']","['In a medium skillet, cook the bacon over medium-high heat until done. Place the bacon on a paper towel and set aside.', 'Place the walnuts in a small nonstick skillet on low heat and cook until the walnuts begin to brown, about 4 minutes.', 'In a salad bowl, whisk together all of the salad ingredients.', 'In a small bowl, whisk together the dressing ingredients. Pour dressing ingredients over the salad and toss to coat.']",7
532,Pad Thai Spaghetti Squash,20,22,"['Lunch', 'Dinner']","['Low-Carb', 'Low-Sodium']",167,4.5,19,16,"['1 medium spaghetti squash', '1 tbsp olive oil', '1/2 cup green onion', '2 carrot', '1 zucchini', '1/2 cup white', '1 clove garlic', '1/2 tsp ground ginger', '2 tbsp Pad Thai sauce', '8 oz shrimp', '1/4 cup cilantro']","['Cut spaghetti squash in half lengthwise and remove seeds. Place squash in a microwave-safe baking dish, cut side down. Cover loosely with a lid and leave room to vent. Microwave for 10-15 minutes, rotating every 5 minutes. Squash is done when it s soft to touch. Set aside.', 'Heat olive oil in a large saute wok over medium-high heat. put scallions, carrots, zucchini and mushrooms and saute for 5-7 minutes. put garlic and saute for 30 seconds. put ginger and Pad Thai sauce and heat for 2 minutes. whisk well.', 'Use a fork to scoop out spaghetti squash. put the spaghetti squash  Çìnoodles Ç ù and shrimp to the wok with vegetables. Heat for another 2 minutes and whisk well. Top with chopped cilantro.']",8
533,Ratatouille,0,0,['Sides'],"['Low-Sodium', 'Vegetarian']",67,2.5,11,2,"['1 tbsp olive oil', '2 clove garlic', '1 medium eggplant', '2 small zucchini', '1 green bell pepper', '1 cup canned tomatoes', '1/2 tsp salt', '1/4 tsp black pepper']","['Heat oil in a large nonstick skillet over medium-high heat. put garlic and saute 30 seconds.', 'put remaining ingredients and cook 10-15 minutes, stirring occasionally, until vegetables are tender.']",5
534,Ronaldo's Apple Pie,10,70,['Desserts'],"['Vegan-friendly', 'Vegetarian', 'Gluten-Free']",247,10,40,4,"['3 apples such as Gala or Fuji', '2 tbsp plus 1/2 tsp lime juice', '3 tbsp almond butter', '1/8 tsp ground cinnamon', '1/8 tsp ground nutmeg', '1/8 tsp vanilla extract', '1/8 tsp pumpkin pie spice']","['First heat oven to 350F.', 'Core the apples, making sure to leave the bottoms intact. Cut off the top of each apple, about 1/4 inch from the top.', 'In a medium bowl, combine 2 tablespoons lime juice and 2 cups water. Soak the apples in the water for about 5 minutes to prevent browning.', 'In another bowl, put almond butter, cinnamon, nutmeg, vanilla extract, remaining lime juice, and pumpkin spice. whisk together.', 'Remove apples from water and pat dry. Stuff each apple with 1 tablespoon almond butter mixture. Once all apples are stuffed, place them in a deep baking dish. put about 1/2 inch water to the baking dish, and make sure apples are upright in the water. The water keeps the apples from drying out. Bake for 1 hour. While the apples bake, keep an eye on the water level put more water if needed.', 'Once apples are fork tender, remove from baking dish and serve.']",4
